recording,sweep_number,local_sweep,current_injection,spike_count,condition,path,timestamp,ap_peak_voltage,ap_peak_time,ahp_peak,ahp_peak_time,half_voltage,half_width,ap_amplitude,ahp_amplitude,sweep_threshold,ap_threshold,first_crossing,second_crossing,ap_count
2025_05_06_0006,11,11,120.0,5,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.27740000000000004,-11.78183,0.27740000000000004,-63.478607,0.2791,-30.258698,0.5,36.953735,14.743042,-31.17273712158203,-48.735565,0.2772,0.2777,1.0
2025_05_06_0006,11,11,120.0,5,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.34650000000000003,-11.507172,0.34650000000000003,-62.593597,0.3482,-29.60028,0.5,36.18622,14.9002075,-31.17273712158203,-47.69339,0.3463,0.3468,2.0
2025_05_06_0006,11,11,120.0,5,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5489,-10.805267,0.5489,-63.020844,0.5506,-29.295105,0.10000000000002274,36.979675,15.235901,-31.17273712158203,-47.784943,0.5486,0.5487000000000001,3.0
2025_05_06_0006,11,11,120.0,5,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.2159,-11.201996,1.2159,-63.356537,1.2176,-29.662842,0.5,36.92169,15.232849,-31.17273712158203,-48.123688,1.2157,1.2162,4.0
2025_05_06_0006,11,11,120.0,5,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.2466000000000002,-11.690277,1.2466000000000002,-85.5123,1.2956,-30.927795,0.5000000000002274,38.475037,35.346985,-31.17273712158203,-50.165314,1.2464,1.2469000000000001,5.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.2664,-13.277191,0.2664,-62.257904,0.268,-33.398193,0.5,40.242004,8.7387085,-31.22785186767578,-53.519196,0.2662,0.2667,1.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.29710000000000003,-10.683197,0.29710000000000003,-61.861176,0.2987,-28.104156,0.5,34.84192,16.33606,-31.22785186767578,-45.525116,0.2968,0.2973,2.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.31970000000000004,-11.415619,0.31970000000000004,-60.854095,0.32130000000000003,-30.057281,0.0999999999999659,37.283325,12.155151,-31.22785186767578,-48.698944,0.3194,0.3195,3.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.3542,-10.713715,0.3542,-61.342377,0.3559,-28.291077,0.5,35.154724,15.473938,-31.22785186767578,-45.86844,0.3539,0.3544,4.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.378,-10.8663025,0.378,-61.372894,0.3796,-29.60028,0.0999999999999659,37.467957,13.038635,-31.22785186767578,-48.33426,0.37770000000000004,0.3778,5.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.40790000000000004,-9.523529,0.40790000000000004,-61.43393,0.40950000000000003,-27.724976,0.0999999999999659,36.402893,15.507507,-31.22785186767578,-45.926422,0.4076,0.4077,6.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.4277,-9.523529,0.40790000000000004,-61.43393,0.40950000000000003,-25.616203,0.4000000000000341,32.18535,19.725052,-31.22785186767578,-41.708878,0.4077,0.4081,7.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.4672,-9.431976,0.4672,-61.43393,0.46880000000000005,-27.815002,0.0999999999999659,36.766052,15.235901,-31.22785186767578,-46.19803,0.46690000000000004,0.467,8.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5053,-9.76767,0.5053,-61.372894,0.5069,-28.211731,0.0999999999999659,36.888123,14.717102,-31.22785186767578,-46.655792,0.505,0.5051,9.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5332,-9.950775,0.5332,-61.342377,0.5348,-28.532166,0.5,37.16278,14.228821,-31.22785186767578,-47.113556,0.533,0.5335,10.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5505,-9.950775,0.5332,-61.342377,0.5348,-24.750273,0.39999999999997726,29.598995,21.792606,-31.22785186767578,-39.54977,0.533,0.5334,11.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5723,-10.652679,0.5723,-61.891693,0.5739000000000001,-30.07483,0.09999999999990905,38.8443,12.394714,-31.22785186767578,-49.49698,0.5720000000000001,0.5721,12.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5965,-10.255951,0.5965,-61.43393,0.5981000000000001,-29.24704,0.4999999999998863,37.982178,13.195801,-31.22785186767578,-48.23813,0.5963,0.5968,13.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.6163000000000001,-10.255951,0.5965,-61.43393,0.5981000000000001,-25.124111,0.39999999999997726,29.73632,21.441658,-31.22785186767578,-39.99227,0.5963,0.5967,14.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.6614,-9.615082,0.6614,-60.976166,0.6631,-26.884216,0.10000000000002274,34.53827,16.822815,-31.22785186767578,-44.15335,0.6611,0.6612,15.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.7902,-9.157318,0.7902,-62.0748,0.7919,-27.387756,0.5000000000001137,36.460876,16.456604,-31.22785186767578,-45.618195,0.79,0.7905000000000001,16.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.8912,-10.316986,0.8912,-62.013763,0.8928,-27.955383,0.5000000000001137,35.276794,16.419983,-31.22785186767578,-45.59378,0.8909,0.8914000000000001,17.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.9139,-10.408539,0.9139,-62.135834,0.9155000000000001,-29.65979,0.5,38.502502,13.2247925,-31.22785186767578,-48.91104,0.9137000000000001,0.9142,18.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.9334,-10.408539,0.9139,-62.135834,0.9155000000000001,-25.238556,0.39999999999997726,29.660034,22.06726,-31.22785186767578,-40.068573,0.9137000000000001,0.9141,19.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.9569000000000001,-10.133881,0.9569000000000001,-61.617035,0.9585,-28.793854,0.5,37.319946,14.163208,-31.22785186767578,-47.453827,0.9567,0.9572,20.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.0473000000000001,-9.035248,1.0473000000000001,-61.67807,1.0490000000000002,-27.328247,0.5,36.586,16.056824,-31.22785186767578,-45.621246,1.0471000000000001,1.0476,21.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.0669,-9.035248,1.0473000000000001,-61.67807,1.0490000000000002,-22.367609,0.3999999999998636,26.664722,25.9781,-31.22785186767578,-35.69997,1.0471000000000001,1.0475,22.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.095,-10.194916,1.095,-61.372894,1.0967,-28.243774,0.5000000000002274,36.097717,15.080261,-31.22785186767578,-46.292633,1.0948,1.0953000000000002,23.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.1787,-10.530609,1.1787,-61.15927,1.1804000000000001,-28.883118,0.5,36.705017,13.923645,-31.22785186767578,-47.235626,1.1785,1.179,24.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.1985000000000001,-10.530609,1.1787,-61.15927,1.1804000000000001,-24.696098,0.40000000000009095,28.330978,22.297684,-31.22785186767578,-38.861588,1.1785,1.1789,25.0
2025_05_06_0006,12,12,140.0,26,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.2356,-10.439056,1.2356,-84.32211,1.2858,-29.066223,0.10000000000013642,37.254333,36.628723,-31.22785186767578,-47.69339,1.2353,1.2354,26.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.263,-11.01889,0.27290000000000003,-61.40341,0.27440000000000003,-32.8031,0.10000000000002274,43.56842,6.816101,-31.5503044128418,-54.58731,0.2627,0.26280000000000003,1.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.27290000000000003,-9.737152,0.28800000000000003,-60.640472,0.2897,-24.572506,0.39999999999997726,29.670708,21.232613,-31.5503044128418,-39.40786,0.26280000000000003,0.2632,2.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.28800000000000003,-9.737152,0.28800000000000003,-60.640472,0.2897,-24.08499,0.4000000000000341,28.695675,22.207645,-31.5503044128418,-38.432827,0.2727,0.2731,3.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.3013,-9.157318,0.32020000000000004,-60.457367,0.32180000000000003,-24.154417,0.39999999999997726,29.994198,21.305851,-31.5503044128418,-39.151516,0.2878,0.2882,4.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.32020000000000004,-9.157318,0.32020000000000004,-60.457367,0.32180000000000003,-24.031578,0.39999999999997726,29.74852,21.551529,-31.5503044128418,-38.905838,0.30110000000000003,0.3015,5.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.3397,-9.157318,0.32020000000000004,-60.457367,0.32180000000000003,-22.14941,0.4000000000000341,25.984184,25.315865,-31.5503044128418,-35.141502,0.32,0.3204,6.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.3561,-9.493011,0.3397,-60.54892,0.3413,-23.109186,0.0999999999999659,27.23235,23.823559,-31.5503044128418,-36.72536,0.33940000000000003,0.3395,7.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.374,-9.7066345,0.3561,-60.365814,0.35760000000000003,-22.665157,0.4000000000000341,25.917046,24.742134,-31.5503044128418,-35.62368,0.3559,0.3563,8.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.3961,-8.852142,0.3961,-60.732025,0.3977,-27.250427,0.0999999999999659,36.79657,15.083313,-31.5503044128418,-45.648712,0.39580000000000004,0.39590000000000003,9.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.4112,-8.852142,0.3961,-60.732025,0.3977,-22.450773,0.4000000000000341,27.197262,24.682621,-31.5503044128418,-36.049404,0.39590000000000003,0.39630000000000004,10.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.42500000000000004,-9.645599,0.4414,-60.27426,0.4431,-22.829954,0.39999999999997726,26.36871,24.259953,-31.5503044128418,-36.01431,0.41100000000000003,0.41140000000000004,11.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.4414,-9.645599,0.4414,-60.27426,0.4431,-23.070282,0.4000000000000341,26.849365,23.779297,-31.5503044128418,-36.494965,0.4248,0.4252,12.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.45570000000000005,-9.645599,0.4414,-60.27426,0.4431,-24.08804,0.39999999999997726,28.88488,21.743782,-31.5503044128418,-38.53048,0.44120000000000004,0.44160000000000005,13.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.4712,-9.157318,0.49050000000000005,-59.877533,0.49210000000000004,-23.765312,0.4000000000000341,29.215988,21.504227,-31.5503044128418,-38.373306,0.4555,0.4559,14.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.49050000000000005,-9.157318,0.49050000000000005,-59.877533,0.49210000000000004,-23.09164,0.10000000000002274,27.868645,22.85157,-31.5503044128418,-37.025963,0.47090000000000004,0.47100000000000003,15.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5129,-9.157318,0.5129,-59.93857,0.5146000000000001,-27.433533,0.5,36.55243,14.228821,-31.5503044128418,-45.709747,0.5127,0.5132,16.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5277000000000001,-9.157318,0.5129,-59.93857,0.5146000000000001,-22.619383,0.39999999999997726,26.92413,23.85712,-31.5503044128418,-36.081448,0.5127,0.5131,17.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5481,-9.126801,0.5481,-60.42685,0.5496,-27.556366,19.700000000000045,36.85913,14.440918,-31.5503044128418,-45.98593,0.5281,0.5478000000000001,18.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5636,-9.065765,0.5805,-60.79306,0.5822,-23.026031,0.10000000000002274,27.920532,23.806763,-31.5503044128418,-36.986298,0.5478000000000001,0.5479,19.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5805,-9.065765,0.5805,-60.79306,0.5822,-22.976437,0.40000000000009095,27.821342,23.905952,-31.5503044128418,-36.887108,0.5634,0.5638000000000001,20.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.5952000000000001,-9.00473,0.6141,-60.487885,0.6157,-24.786886,0.39999999999997726,31.564312,19.918842,-31.5503044128418,-40.569042,0.5803,0.5807,21.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.6141,-9.00473,0.6141,-60.487885,0.6157,-23.741669,0.10000000000002274,29.473877,22.009277,-31.5503044128418,-38.478607,0.595,0.5951000000000001,22.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.6306,-9.00473,0.6141,-60.487885,0.6157,-23.742432,0.40000000000009095,29.475403,22.007751,-31.5503044128418,-38.480133,0.6139,0.6143000000000001,23.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.6608,-9.218353,0.6608,-60.18271,0.6624,-27.127594,0.4999999999998863,35.81848,15.145874,-31.5503044128418,-45.036835,0.6605000000000001,0.661,24.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.6769000000000001,-9.218353,0.6608,-60.18271,0.6624,-23.204556,0.09999999999990905,27.972404,22.991951,-31.5503044128418,-37.190758,0.6605000000000001,0.6606000000000001,25.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.6941,-9.7066345,0.6769000000000001,-60.18271,0.6786,-24.24063,0.39999999999997726,29.06799,21.408085,-31.5503044128418,-38.774624,0.6767000000000001,0.6771,26.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.7095,-9.950775,0.7095,-60.518402,0.7112,-24.181122,0.39999999999997726,28.460693,22.106934,-31.5503044128418,-38.41147,0.6939000000000001,0.6943,27.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.7235,-9.950775,0.7095,-60.518402,0.7112,-23.991909,0.39999999999997726,28.082268,22.48536,-31.5503044128418,-38.033043,0.7093,0.7097,28.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.7453000000000001,-8.943695,0.7453000000000001,-60.487885,0.7469,-27.768463,0.5,37.649536,13.894653,-31.5503044128418,-46.59323,0.7451,0.7456,29.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.7623000000000001,-8.943695,0.7453000000000001,-60.487885,0.7469,-22.550714,0.39999999999997726,27.214039,24.33015,-31.5503044128418,-36.157734,0.7451,0.7455,30.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.7786000000000001,-9.584564,0.7623000000000001,-60.640472,0.7639,-23.051199,0.10000000000002274,26.93327,24.122639,-31.5503044128418,-36.517834,0.762,0.7621,31.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.8001,-8.730072,0.8001,-60.701508,0.8017000000000001,-27.93631,0.10000000000002274,38.412476,13.55896,-31.5503044128418,-47.142548,0.7998000000000001,0.7999,32.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.8209000000000001,-8.699554,0.8209000000000001,-60.823578,0.8225,-27.815765,0.5000000000001137,38.23242,13.891602,-31.5503044128418,-46.931976,0.8207,0.8212,33.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.8396,-8.699554,0.8209000000000001,-60.823578,0.8225,-23.634855,0.40000000000009095,29.870602,22.253422,-31.5503044128418,-38.570156,0.8207,0.8211,34.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.8614,-8.699554,0.8614,-60.243744,0.863,-27.159637,0.09999999999990905,36.920166,14.624023,-31.5503044128418,-45.61972,0.8611000000000001,0.8612000000000001,35.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.8801,-8.699554,0.8614,-60.243744,0.863,-22.70025,0.39999999999997726,28.001392,23.542797,-31.5503044128418,-36.700947,0.8612000000000001,0.8616,36.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.8988,-9.493011,0.8988,-60.365814,0.9004000000000001,-23.083246,0.40000000000009095,27.18047,23.692333,-31.5503044128418,-36.67348,0.8799,0.8803000000000001,37.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.9284,-9.462494,0.9462,-60.30478,0.9478000000000001,-27.034515,0.5,35.144043,15.698242,-31.5503044128418,-44.606537,0.9282,0.9287000000000001,38.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.9462,-9.462494,0.9462,-60.30478,0.9478000000000001,-22.64913,0.10000000000002274,26.373272,24.469013,-31.5503044128418,-35.835766,0.9282,0.9283,39.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.9723,-8.546967,0.9723,-60.54892,0.9739000000000001,-26.958984,0.09999999999990905,36.824036,15.1779175,-31.5503044128418,-45.371002,0.9720000000000001,0.9721000000000001,40.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.9943000000000001,-8.272308,0.9943000000000001,-60.30478,0.9959,-26.777405,0.10000000000013642,37.010193,15.022278,-31.5503044128418,-45.2825,0.994,0.9941000000000001,41.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.0119,-8.272308,0.9943000000000001,-60.30478,0.9959,-23.225153,0.3999999999998636,29.90569,22.126781,-31.5503044128418,-38.177998,0.9941000000000001,0.9945,42.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.0292000000000001,-9.157318,1.0470000000000002,-60.39633,1.0486,-23.593649,0.39999999999997726,28.872662,22.366352,-31.5503044128418,-38.02998,1.0117,1.0121,43.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.0470000000000002,-9.157318,1.0470000000000002,-60.39633,1.0486,-22.717037,0.3999999999998636,27.119438,24.119576,-31.5503044128418,-36.276756,1.0290000000000001,1.0294,44.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.062,-9.157318,1.0470000000000002,-60.39633,1.0486,-24.297081,0.40000000000009095,30.279526,20.959488,-31.5503044128418,-39.436844,1.0468,1.0472000000000001,45.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.0803,-9.309906,1.0803,-59.999603,1.0819,-23.90493,0.3999999999998636,29.190048,21.49965,-31.5503044128418,-38.499954,1.0618,1.0622,46.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.0994000000000002,-9.309906,1.0803,-59.999603,1.0819,-24.07888,0.3999999999998636,29.537949,21.151749,-31.5503044128418,-38.847855,1.0801,1.0805,47.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.1337000000000002,-9.340424,1.1337000000000002,-60.121674,1.1353,-27.08258,0.5000000000002274,35.484314,15.296936,-31.5503044128418,-44.824738,1.1334,1.1339000000000001,48.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.1514,-9.340424,1.1337000000000002,-60.121674,1.1353,-23.887384,0.10000000000013642,29.093922,21.687328,-31.5503044128418,-38.434345,1.1334,1.1335,49.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.1816,-8.608002,1.1816,-60.15219,1.1832,-26.701874,0.10000000000013642,36.187744,15.356445,-31.5503044128418,-44.795746,1.1813,1.1814,50.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.2012,-8.608002,1.1816,-60.15219,1.1832,-23.044336,0.3999999999998636,28.87267,22.67152,-31.5503044128418,-37.48067,1.1814,1.1818,51.0
2025_05_06_0006,13,13,160.0,52,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,1.2264000000000002,-8.852142,1.2264000000000002,-82.82675,1.2766,-26.901001,0.10000000000013642,36.097717,37.876892,-31.5503044128418,-44.94986,1.2261,1.2262,52.0
2025_05_06_0006,14,14,180.0,65,Condition 1,/Users/garrett/Desktop/Analyses/Patch Clamp/Condition 1/2025_05_06_0008_Steps_300.abf,0.2614,-9.584564,0.2793,-59.602875,0.28090000000000004,-31.931824,0.5999999999999659,44.69452,5.3237915,-30.625457763671875,-54.279083,0.2611,0.2617,1.0
